roof_type,roof_shape,roof_deck_attachment,roof_deck_attachment_label,roof_wall_connection,size_bucket,min_roof_sqft,max_roof_sqft,occupation_code,occupation,roof_type_base_person_hours_per_sqft,shape_factor,deck_attachment_factor,wall_connection_factor,occupation_labor_share,scenario_total_base_person_hours_per_sqft,base_person_hours_per_sqft,startup_total_person_hours,startup_person_hours,source_id,evidence_type,confidence,calibration_status,notes
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,13-1051,Cost Estimators,0.06,0.9,1.0,1.0,0.03,0.054,0.00162,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.06,0.9,1.0,1.0,0.07,0.054,0.00378,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.06,0.9,1.0,1.0,0.04,0.054,0.00216,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,41-3021,Insurance Sales Agents,0.06,0.9,1.0,1.0,0.01,0.054,0.00054,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,11-3061,Purchasing Managers,0.06,0.9,1.0,1.0,0.02,0.054,0.00108,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,47-2181,Roofers,0.06,0.9,1.0,1.0,0.55,0.054,0.0297,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.06,0.9,1.0,1.0,0.01,0.054,0.00054,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-2061,Construction Laborers,0.06,0.9,1.0,1.0,0.2,0.054,0.0108,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,11-9021,Construction Managers,0.06,0.9,1.0,1.0,0.05,0.054,0.0027,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.06,0.9,1.0,1.0,0.02,0.054,0.00108,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,13-1051,Cost Estimators,0.06,0.9,1.0,1.0,0.03,0.054,0.00162,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.06,0.9,1.0,1.0,0.07,0.054,0.00378,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.06,0.9,1.0,1.0,0.04,0.054,0.00216,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.06,0.9,1.0,1.0,0.01,0.054,0.00054,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,11-3061,Purchasing Managers,0.06,0.9,1.0,1.0,0.02,0.054,0.00108,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-2181,Roofers,0.06,0.9,1.0,1.0,0.55,0.054,0.0297,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.06,0.9,1.0,1.0,0.01,0.054,0.00054,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,47-2061,Construction Laborers,0.06,0.9,1.0,1.0,0.2,0.054,0.0108,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,11-9021,Construction Managers,0.06,0.9,1.0,1.0,0.05,0.054,0.0027,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,47-4011,Construction and Building Inspectors,0.06,0.9,1.0,1.0,0.02,0.054,0.00108,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,13-1051,Cost Estimators,0.06,0.9,1.0,1.0,0.03,0.054,0.00162,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.06,0.9,1.0,1.0,0.07,0.054,0.00378,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.06,0.9,1.0,1.0,0.04,0.054,0.00216,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,41-3021,Insurance Sales Agents,0.06,0.9,1.0,1.0,0.01,0.054,0.00054,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,11-3061,Purchasing Managers,0.06,0.9,1.0,1.0,0.02,0.054,0.00108,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,47-2181,Roofers,0.06,0.9,1.0,1.0,0.55,0.054,0.0297,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.06,0.9,1.15,1.08,0.01,0.067068,0.00067068,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,small,0,1499.0,47-2061,Construction Laborers,0.06,0.9,1.15,1.08,0.2,0.067068,0.0134136,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,small,0,1499.0,11-9021,Construction Managers,0.06,0.9,1.15,1.08,0.05,0.067068,0.0033534,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,small,0,1499.0,47-4011,Construction and Building Inspectors,0.06,0.9,1.15,1.08,0.02,0.067068,0.00134136,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,small,0,1499.0,13-1051,Cost Estimators,0.06,0.9,1.15,1.08,0.03,0.067068,0.00201204,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.06,0.9,1.15,1.08,0.07,0.067068,0.00469476,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.06,0.9,1.15,1.08,0.04,0.067068,0.00268272,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,small,0,1499.0,41-3021,Insurance Sales Agents,0.06,0.9,1.15,1.08,0.01,0.067068,0.00067068,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,small,0,1499.0,11-3061,Purchasing Managers,0.06,0.9,1.15,1.08,0.02,0.067068,0.00134136,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,small,0,1499.0,47-2181,Roofers,0.06,0.9,1.15,1.08,0.55,0.067068,0.0368874,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.06,0.9,1.15,1.08,0.01,0.067068,0.00067068,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,medium,1500,3000.0,47-2061,Construction Laborers,0.06,0.9,1.15,1.08,0.2,0.067068,0.0134136,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,medium,1500,3000.0,11-9021,Construction Managers,0.06,0.9,1.15,1.08,0.05,0.067068,0.0033534,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.06,0.9,1.15,1.08,0.02,0.067068,0.00134136,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,medium,1500,3000.0,13-1051,Cost Estimators,0.06,0.9,1.15,1.08,0.03,0.067068,0.00201204,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.06,0.9,1.15,1.08,0.07,0.067068,0.00469476,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.06,0.9,1.15,1.08,0.04,0.067068,0.00268272,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.06,0.9,1.15,1.08,0.01,0.067068,0.00067068,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,medium,1500,3000.0,11-3061,Purchasing Managers,0.06,0.9,1.15,1.08,0.02,0.067068,0.00134136,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,medium,1500,3000.0,47-2181,Roofers,0.06,0.9,1.15,1.08,0.55,0.067068,0.0368874,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.06,0.9,1.15,1.08,0.01,0.067068,0.00067068,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,large,3001,,47-2061,Construction Laborers,0.06,0.9,1.15,1.08,0.2,0.067068,0.0134136,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,large,3001,,11-9021,Construction Managers,0.06,0.9,1.15,1.08,0.05,0.067068,0.0033534,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,large,3001,,47-4011,Construction and Building Inspectors,0.06,0.9,1.15,1.08,0.02,0.067068,0.00134136,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,large,3001,,13-1051,Cost Estimators,0.06,0.9,1.15,1.08,0.03,0.067068,0.00201204,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.06,0.9,1.15,1.08,0.07,0.067068,0.00469476,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.06,0.9,1.15,1.08,0.04,0.067068,0.00268272,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,large,3001,,41-3021,Insurance Sales Agents,0.06,0.9,1.15,1.08,0.01,0.067068,0.00067068,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,large,3001,,11-3061,Purchasing Managers,0.06,0.9,1.15,1.08,0.02,0.067068,0.00134136,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",strap,large,3001,,47-2181,Roofers,0.06,0.9,1.15,1.08,0.55,0.067068,0.0368874,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.06,0.9,1.15,1.0,0.01,0.0621,0.000621,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,47-2061,Construction Laborers,0.06,0.9,1.15,1.0,0.2,0.0621,0.01242,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,11-9021,Construction Managers,0.06,0.9,1.15,1.0,0.05,0.0621,0.003105,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,47-4011,Construction and Building Inspectors,0.06,0.9,1.15,1.0,0.02,0.0621,0.001242,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,13-1051,Cost Estimators,0.06,0.9,1.15,1.0,0.03,0.0621,0.001863,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.06,0.9,1.15,1.0,0.07,0.0621,0.004347,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.06,0.9,1.15,1.0,0.04,0.0621,0.002484,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,41-3021,Insurance Sales Agents,0.06,0.9,1.15,1.0,0.01,0.0621,0.000621,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,11-3061,Purchasing Managers,0.06,0.9,1.15,1.0,0.02,0.0621,0.001242,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,47-2181,Roofers,0.06,0.9,1.15,1.0,0.55,0.0621,0.034155,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.06,0.9,1.15,1.0,0.01,0.0621,0.000621,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,47-2061,Construction Laborers,0.06,0.9,1.15,1.0,0.2,0.0621,0.01242,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,11-9021,Construction Managers,0.06,0.9,1.15,1.0,0.05,0.0621,0.003105,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.06,0.9,1.15,1.0,0.02,0.0621,0.001242,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,13-1051,Cost Estimators,0.06,0.9,1.15,1.0,0.03,0.0621,0.001863,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.06,0.9,1.15,1.0,0.07,0.0621,0.004347,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.06,0.9,1.15,1.0,0.04,0.0621,0.002484,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.06,0.9,1.15,1.0,0.01,0.0621,0.000621,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,11-3061,Purchasing Managers,0.06,0.9,1.15,1.0,0.02,0.0621,0.001242,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,47-2181,Roofers,0.06,0.9,1.15,1.0,0.55,0.0621,0.034155,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.06,0.9,1.15,1.0,0.01,0.0621,0.000621,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,47-2061,Construction Laborers,0.06,0.9,1.15,1.0,0.2,0.0621,0.01242,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,11-9021,Construction Managers,0.06,0.9,1.15,1.0,0.05,0.0621,0.003105,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,47-4011,Construction and Building Inspectors,0.06,0.9,1.15,1.0,0.02,0.0621,0.001242,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,13-1051,Cost Estimators,0.06,0.9,1.15,1.0,0.03,0.0621,0.001863,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.06,0.9,1.15,1.0,0.07,0.0621,0.004347,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.06,0.9,1.15,1.0,0.04,0.0621,0.002484,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,41-3021,Insurance Sales Agents,0.06,0.9,1.15,1.0,0.01,0.0621,0.000621,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,11-3061,Purchasing Managers,0.06,0.9,1.15,1.0,0.02,0.0621,0.001242,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,47-2181,Roofers,0.06,0.9,1.15,1.0,0.55,0.0621,0.034155,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.06,0.9,1.05,1.08,0.01,0.061236,0.00061236,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,47-2061,Construction Laborers,0.06,0.9,1.05,1.08,0.2,0.061236,0.0122472,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,11-9021,Construction Managers,0.06,0.9,1.05,1.08,0.05,0.061236,0.0030618,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
wood_shake_shingle,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,47-4011,Construction and Building Inspectors,0.06,0.9,1.05,1.08,0.02,0.061236,0.00122472,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
